location,n_forecasts,actual_mean,actual_std,model_median_mean,mean_bias_applied,date_range
Alabama,7,338.57142857142856,108.52630641311566,282.99602494067386,0.0,2025-12-06 to 2026-01-17
Alabama,3,207.6666666666667,147.5676869176386,295.1243558422729,0.0,2026-01-10 to 2026-01-24
Alaska,7,43.57142857142857,25.67298270198316,34.28376490008167,0.0,2025-12-06 to 2026-01-17
Alaska,3,14.666666666666666,9.46337971105226,37.86419576573719,0.0,2026-01-10 to 2026-01-24
Arizona,7,260.85714285714283,70.74991887209599,322.99349687260826,0.0,2025-12-06 to 2026-01-17
Arizona,3,339.6666666666667,61.28258770283412,213.10603361916412,0.0,2026-01-10 to 2026-01-24
Arkansas,7,201.57142857142856,56.666586634597344,276.5523092328598,0.0,2025-12-06 to 2026-01-17
Arkansas,3,184.33333333333331,15.96524001977073,371.7745674622929,0.0,2026-01-10 to 2026-01-24
California,7,1536.142857142857,174.36777927409523,2292.2537208528,0.0,2025-12-06 to 2026-01-17
California,3,1773.0,201.29745817239387,2124.778324537029,0.0,2026-01-10 to 2026-01-24
Colorado,7,405.0,286.8957003113551,303.805050206778,0.0,2025-12-06 to 2026-01-17
Colorado,3,128.33333333333334,15.412837362262524,289.673814972554,0.0,2026-01-10 to 2026-01-24
Connecticut,7,342.85714285714283,270.91244161242975,163.0518000965987,0.0,2025-12-06 to 2026-01-17
Connecticut,3,56.66666666666666,20.8539897594894,120.756654371367,0.0,2026-01-10 to 2026-01-24
Delaware,7,135.28571428571428,60.86452000893762,99.93713789680795,0.0,2025-12-06 to 2026-01-17
Delaware,3,50.66666666666666,19.189117286165672,131.3770061379801,0.0,2026-01-10 to 2026-01-24
District of Columbia,7,55.285714285714285,37.96883792086906,52.197731523005146,0.0,2025-12-06 to 2026-01-17
District of Columbia,3,8.333333333333332,2.8674417556808747,50.76920541270649,0.0,2026-01-10 to 2026-01-24
Florida,7,1963.0,418.1694803374755,1893.402463934308,0.0,2025-12-06 to 2026-01-17
Florida,3,1858.6666666666667,230.82509010552167,2172.413087657273,0.0,2026-01-10 to 2026-01-24
Georgia,7,677.8571428571429,438.81542770490273,695.5126488193811,0.0,2025-12-06 to 2026-01-17
Georgia,3,370.0,37.47888294315436,482.2461219616812,0.0,2026-01-10 to 2026-01-24
Hawaii,7,60.71428571428572,30.84391250758422,79.30550658691949,0.0,2025-12-06 to 2026-01-17
Hawaii,3,26.33333333333333,4.496912521077347,35.75831615965726,0.0,2026-01-10 to 2026-01-24
Idaho,7,145.57142857142858,57.116065147725145,70.20151131277714,0.0,2025-12-06 to 2026-01-17
Idaho,3,101.0,3.741657386773941,61.07591014909588,0.0,2026-01-10 to 2026-01-24
Illinois,7,961.7142857142856,450.4495260406032,937.35000161203,0.0,2025-12-06 to 2026-01-17
Illinois,3,525.3333333333334,10.530379332620877,1203.437695802956,0.0,2026-01-10 to 2026-01-24
Indiana,7,517.0,215.0083054874193,736.1302225326942,0.0,2025-12-06 to 2026-01-17
Indiana,3,315.6666666666667,38.43898484033567,839.4335044315349,0.0,2026-01-10 to 2026-01-24
Iowa,7,260.1428571428572,53.9587900198676,217.74520310151732,0.0,2025-12-06 to 2026-01-17
Iowa,3,216.0,8.524474568362947,192.71043644263517,0.0,2026-01-10 to 2026-01-24
Kansas,7,240.42857142857144,54.90994482619998,178.2312345160842,0.0,2025-12-06 to 2026-01-17
Kansas,3,196.33333333333331,10.624918300339484,191.74440076443383,0.0,2026-01-10 to 2026-01-24
Kentucky,7,378.57142857142856,144.94122665299017,484.59547117477433,0.0,2025-12-06 to 2026-01-17
Kentucky,3,231.33333333333331,34.120700787384514,559.7987300131125,0.0,2026-01-10 to 2026-01-24
Louisiana,7,429.57142857142856,162.5307506226412,375.65443129219136,0.0,2025-12-06 to 2026-01-17
Louisiana,3,305.3333333333333,18.83849486792639,418.4246276308799,0.0,2026-01-10 to 2026-01-24
Maine,7,127.14285714285714,64.03219853307859,121.80467615249816,0.0,2025-12-06 to 2026-01-17
Maine,3,59.0,12.727922061357855,138.17523138971407,0.0,2026-01-10 to 2026-01-24
Maryland,7,380.0,271.3974418239263,392.79850982737617,0.0,2025-12-06 to 2026-01-17
Maryland,3,92.66666666666669,15.627610892974722,345.5944872598864,0.0,2026-01-10 to 2026-01-24
Massachusetts,7,569.0,381.6393211247649,424.1961597299168,0.0,2025-12-06 to 2026-01-17
Massachusetts,3,136.66666666666666,62.3021312280371,523.8461436133522,0.0,2026-01-10 to 2026-01-24
Michigan,7,659.1428571428571,344.6602586280452,751.17409741397,0.0,2025-12-06 to 2026-01-17
Michigan,3,291.3333333333333,34.93167935015754,670.4954281763015,0.0,2026-01-10 to 2026-01-24
Minnesota,7,548.1428571428571,331.09447446372184,340.86532061754644,0.0,2025-12-06 to 2026-01-17
Minnesota,3,196.33333333333331,11.440668201153676,202.75383710234848,0.0,2026-01-10 to 2026-01-24
Mississippi,7,167.28571428571428,46.4933613869897,233.3941452462224,0.0,2025-12-06 to 2026-01-17
Mississippi,3,180.66666666666663,34.65384378231207,275.5789943588344,0.0,2026-01-10 to 2026-01-24
Missouri,7,567.5714285714286,208.9913580871277,678.0915875700175,0.0,2025-12-06 to 2026-01-17
Missouri,3,402.3333333333333,25.36839678725393,687.744529816992,0.0,2026-01-10 to 2026-01-24
Montana,7,96.42857142857144,32.62276655894138,83.32973923386058,0.0,2025-12-06 to 2026-01-17
Montana,3,74.33333333333333,6.018490028422596,71.05066216805778,0.0,2026-01-10 to 2026-01-24
Nebraska,7,151.42857142857142,25.505501607396354,97.06956172227048,0.0,2025-12-06 to 2026-01-17
Nebraska,3,136.66666666666666,6.944222218666553,104.9204140586187,0.0,2026-01-10 to 2026-01-24
Nevada,7,163.0,70.47390601188094,140.66248727950693,0.0,2025-12-06 to 2026-01-17
Nevada,3,112.0,5.715476066494082,128.3952230833049,0.0,2026-01-10 to 2026-01-24
New Hampshire,7,152.57142857142858,85.46821822485018,48.03834661601918,0.0,2025-12-06 to 2026-01-17
New Hampshire,3,42.66666666666666,4.109609335312651,75.90078729212637,0.0,2026-01-10 to 2026-01-24
New Jersey,7,846.7142857142857,562.4522111219036,863.3100071065159,0.0,2025-12-06 to 2026-01-17
New Jersey,3,228.33333333333331,49.74825513411389,676.0945971294235,0.0,2026-01-10 to 2026-01-24
New Mexico,7,224.0,117.3273808013896,181.0149234984829,0.0,2025-12-06 to 2026-01-17
New Mexico,3,140.33333333333334,28.59292841867645,156.3530661777693,0.0,2026-01-10 to 2026-01-24
New York,7,1793.7142857142858,1446.9779062668822,1468.296698809159,0.0,2025-12-06 to 2026-01-17
New York,3,294.3333333333333,83.8106331095418,1006.8826859285078,0.0,2026-01-10 to 2026-01-24
North Carolina,7,1156.2857142857142,855.2469508503233,656.0414995942921,0.0,2025-12-06 to 2026-01-17
North Carolina,3,350.3333333333333,64.24086619036896,466.6247757118711,0.0,2026-01-10 to 2026-01-24
North Dakota,7,90.71428571428572,35.281376251559145,55.0180687489902,0.0,2025-12-06 to 2026-01-17
North Dakota,3,44.333333333333336,12.7627931460511,54.787974054330725,0.0,2026-01-10 to 2026-01-24
Ohio,7,1092.571428571429,515.4149111271859,1281.556078103764,0.0,2025-12-06 to 2026-01-17
Ohio,3,528.0,62.03224967708329,794.4738067709845,0.0,2026-01-10 to 2026-01-24
Oklahoma,7,193.57142857142856,34.74337405630499,473.01554807048495,0.0,2025-12-06 to 2026-01-17
Oklahoma,3,212.66666666666663,15.369522511198006,392.74020091410654,0.0,2026-01-10 to 2026-01-24
Oregon,7,242.57142857142856,89.77250158493038,161.5432222232084,0.0,2025-12-06 to 2026-01-17
Oregon,3,433.6666666666667,92.67985517660004,161.3674865073999,0.0,2026-01-10 to 2026-01-24
Pennsylvania,7,1828.142857142857,836.5668666932606,1454.721187204059,0.0,2025-12-06 to 2026-01-17
Pennsylvania,3,882.0,110.42644610780518,1739.161390460362,0.0,2026-01-10 to 2026-01-24
Puerto Rico,7,271.85714285714283,81.32549867473226,229.03626873527975,0.0,2025-12-06 to 2026-01-17
Puerto Rico,3,160.0,21.64871050817269,249.6574514644676,0.0,2026-01-10 to 2026-01-24
Rhode Island,7,119.85714285714286,90.11172203980786,49.62745191702516,0.0,2025-12-06 to 2026-01-17
Rhode Island,3,22.666666666666668,6.599663291074443,60.12477090202486,0.0,2026-01-10 to 2026-01-24
South Carolina,7,467.4285714285714,280.3848666911033,409.2213389136919,0.0,2025-12-06 to 2026-01-17
South Carolina,3,245.33333333333331,10.143416036468626,351.6325233038476,0.0,2026-01-10 to 2026-01-24
South Dakota,7,69.0,16.664761795905928,63.96059269025357,0.0,2025-12-06 to 2026-01-17
South Dakota,3,51.0,9.41629792788369,46.89061264482666,0.0,2026-01-10 to 2026-01-24
Tennessee,7,504.7142857142857,236.6713901991018,484.8885459085565,0.0,2025-12-06 to 2026-01-17
Tennessee,3,338.0,24.8327740429189,372.1424691050855,0.0,2026-01-10 to 2026-01-24
Texas,7,1688.857142857143,576.8712232060682,2191.1742322882565,0.0,2025-12-06 to 2026-01-17
Texas,3,1238.3333333333333,54.75602452901619,2346.5446847265644,0.0,2026-01-10 to 2026-01-24
US,7,24965.714285714286,10590.388428250611,25434.674852043318,0.0,2025-12-06 to 2026-01-17
US,3,14937.333333333334,795.8250784912194,23082.68853662719,0.0,2026-01-10 to 2026-01-24
Utah,7,140.71428571428572,73.66665127589337,178.3391967742834,0.0,2025-12-06 to 2026-01-17
Utah,3,76.33333333333333,10.656244908763853,189.16173323879363,0.0,2026-01-10 to 2026-01-24
Vermont,7,37.42857142857143,11.684631455244876,24.623391239596057,0.0,2025-12-06 to 2026-01-17
Vermont,3,22.33333333333333,4.642796092394706,30.817562405393108,0.0,2026-01-10 to 2026-01-24
Virginia,7,625.0,300.68113152830665,510.4312954048398,0.0,2025-12-06 to 2026-01-17
Virginia,3,288.3333333333333,70.54234346987788,467.6468412880333,0.0,2026-01-10 to 2026-01-24
Washington,7,255.28571428571428,62.22474079774812,372.4620894306649,0.0,2025-12-06 to 2026-01-17
Washington,3,296.0,23.280893453645632,356.88286908987567,0.0,2026-01-10 to 2026-01-24
West Virginia,7,190.7142857142857,26.482955627639264,205.21506387421277,0.0,2025-12-06 to 2026-01-17
West Virginia,3,162.66666666666666,39.10953279643667,212.0184532440019,0.0,2026-01-10 to 2026-01-24
Wisconsin,7,553.4285714285714,275.7166543199518,414.99795073009153,0.0,2025-12-06 to 2026-01-17
Wisconsin,3,267.6666666666667,13.072447700751718,276.85921024863995,0.0,2026-01-10 to 2026-01-24
Wyoming,7,34.714285714285715,19.782490712130013,54.73362020082774,0.0,2025-12-06 to 2026-01-17
Wyoming,3,19.0,7.3484692283495345,64.24302986097081,0.0,2026-01-10 to 2026-01-24
